Book_No,Title,Sub_Title,Author,Translator,Class_3,Class_2,Class_1,Publisher,Year_1st_Pub,Year_This_Ed,Place,Edition_No,Pages,Keywords,ISBN,Language,Synopsis,Price,Notes,Title_XRef,Author_XRef,Medium,Size,Status,Check,Subject,
2455,Supernatural Power,Buddhist & Hindu by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1964,,Kalimpong,,23,Tantra Vajrayana,,English,Booklet answering the interest shown by outsiders on the subject of Tantric supernatural powers,,,,,Book,,,,General Buddhism - S,
2559,Supernatural Power,Buddhist & Hindu by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1964,,Kalimpong,,23,,,English,,,,,,Book,,,,,
2560,Talk on Preaching (A),Buddhist and Hindu by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1961,,Kalimpong,,16,,,English,Booklet on the methods and measns to the effective preaching of Buddhism.,,,,,Book,,,,General Buddhism,
2561,T'Ang Poem in A Simplified Classical Form Part 1,Buddhist and Hindu by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Adi-Buddha Mandala,1974,,Berkeley,,26,Poetry,,English,Booklet of poetry in Chinese and English translation.,,,,,Book,,,,General Buddhism,
2566,T'Ang Poem In A Simplified Classical Form Part II,By the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Adi-Buddha Mandala,1974,,Berkeley,,20,poetry,,English,Booklet of Chinese poetry.,,,,,Book,,,,General Buddhism,
2567,T'Ang Poem In A Simplified Classical Form Part III,By the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Adi-Buddha Mandala,1975,,Berkeley,,24,poetry,,English,Booklet of Chinese poetry.,,,,,Book,,,,General Buddhism,
2381,Tara Meditation,By the Buddhist yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1958,,Kalimpong,,26,sadhana Tantra Vajrayana Meditation Tara,,English,Booklet on the process and content of a visualisation practice.,,,,,Book,,,,General Buddhism - S,
2563,Three C of Each Yana and Their Interconnections Within the Whole System of Buddhism Part I (The),Lectures by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Adi-Buddha Mandala,1975,,Berkeley,,27,Hinayana Mahayana Vajrayana,,English,Booklet on the practice of Buddhism and how the differing methods of the three vehicles make one complete system.,,,,,Book,,,,General Buddhism,
2447,Three Yana Meditations in One System,A Talk of the Buddhist Yogi... Written Down by Rev. Bhikkhu Khantipala,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,,,Kalimpong,,24,,,English,Booklet discussing the various approaches of Buddhist meditation.,,,,,Book,,,,General Buddhism - S,
2439,Universe (The),By the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,,,Kalimpong,,23,Buddhist_Cosmology,,English,Booklet on Buddhist Cosmology and the archetyple figures that exist in it.,,,,,Book,,,,General Buddhism - S,
2568,Universe (The),By the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1963,,Kalimpong,,21,,,English,,,,,,Book,,,,,
2322,Vajrayana Silas Part I,Translated and Edited by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1965,,Kalimpong,,28,Vajrayana ethics,,English,Booklet dealing with the ethics of the Tibetan Tantra,,,,,Book,,,,General Buddhism - S,
2323,Vajrayana Silas Part I,Translated and Edited by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1965,,Kalimpong,,28,,,English,,,,,,Book,,,,,
2373,Vajrayana Silas Part II,Translated and Edited by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1965,,Kalimpong,,34,Vajrayana ethics,,English,Booklet presentation of ethics according to the Tibetan Vajrayana,,,,,Book,,,,General Buddhism - S,
2570,Vajrayana Silas Part II,Translated and Edited by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1965,,Kalimpong,,34,,,English,,,,,,Book,,,,,
2333,Welcome Hippies By This Way,By the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1970,,Kalimpong,,65,Hippies counter_culture sixties,,English,Booklet aimed at Hippies of the late sixties encouraging Them to really drop-out and 'go forth',,,,,Book,,,,General Buddhism - S,
2334,Welcome Hippies By This Way,By the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1970,,Kalimpong,,65,,,English,,,,,,Book,,,,,
2572,Why All Beings Are Our Benefactors,Written by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Adi-Buddha Mandala,,,Berkeley,,25,,,English,Booklet stressing the interconnectedness of all beings.,,,,,Book,,,,General Buddhism,
2573,Why Do I Emphasise the Whole System Of Buddhist Philosophy?,(A Lecture in America)  by the Buddhist Yogi,"Chen, C. M.",,CB,CHE,A0a2,Adi-Buddha Mandala,1974,,Berkeley,,18,,,English,Booklet giving five reasons for the three vehicles needing to be one whole system.,,,,,Book,,,,General Buddhism,
2317,"Why I Emphasise ""Three-Yanas-In-One""",A Talk of the Buddhist Yogi...Written Down By Rev. Bhikku Kantipala,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1963,,Kalimpong,,31,Hinayana Mahayana Vajrayana,,English,Booklet discussion of the three-Yanas and Their relevance to practice.,,,,,Book,,,,General Buddhism - S,
2318,"Why I Emphasise ""Three-Yanas-In-One""",A Talk of the Buddhist Yogi...Written Down By Rev. Bhikku Kantipala,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1963,,Kalimpong,,31,,,English,,,,,,Book,,,,,
2349,Yoga Of Daily Life (The),Written Down by Rev. Bhikkhu Khantipalo,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1963,,Kalimpong,,40,Tantra yoga Vajrayana,,English,Booklet discussion of the way a Buddhist should practice in Ther daily routine.,,,,,Book,,,,General Buddhism - S,
2352,Yoga Of Daily Life (The),Written Down by Rev. Bhikkhu Khantipalo,"Chen, C. M.",,CB,CHE,A0a2,Chen's Booklets,1963,,Kalimpong,,40,,,English,,,,,,Book,,,,,
2248,Brief Introduction To Setting Up A Buddhist Altar (A),,"Lin, Yutang (Dr)",Chien-Yun Hsu,CB,CHE,A0a2,Dharma Friends of Dr. Lin,,1993,El Cerrito,,27,Ritual_and_Devotion,,English,Booklet by a close disciple of Mr C.M. Chen,,,,,Book,,,,General Buddhism - S,
5206,Brief Introduction To Setting Up A Buddhist Altar (A),,"Lin, Yutang (Dr)",Chien-Yun Hsu,CB,CHE,A0a2,Dharma Friends of Dr. Lin,,1993,El Cerrito,,27,Ritual_and_Devotion,,English,Booklet by a close disciple of Mr C.M. Chen,,,,,Book,,,,General Buddhism - S,
2724,Crossing the Gate Of Death In Chinese Buddhist Culture,Living and Dying in Buddhist Cultures,"Lin, Yutang (Dr)",,CB,CHE,A0a2,Dharma Friends of Dr. Lin,1995,,El Cerrito,,45,Ch'an death,,English,Booklet based on a presentation given by a disciple of Mr  Chen in Hawaii June 1995.,,,,,Book,,,,General Buddhism,
2254,Forever In Our Hearts,A Memorial to Guru C. M. Chen (1906 -1987),"Lin, Yutang (Dr)",,CB,CHE,A0a2,Dharma Friends of Dr. Lin,,1993,El Cerrito,,43,,,English,Booklet by a Senior disciple of Mr C.M.Chen celebrating the merits of his teacher,,,,,Book,,,,General Buddhism - S,
5208,Forever In Our Hearts,A Memorial to Guru C. M. Chen (1906 -1987),"Lin, Yutang (Dr)",,CB,CHE,A0a2,Dharma Friends of Dr. Lin,,1993,El Cerrito,,43,,,English,Booklet by a Senior disciple of Mr C.M.Chen celebrating the merits of his teacher,,,,,Book,,,,General Buddhism - S,
2253,How to Teach Youngsters the Chanting of Amitabha,,"Lin, Yutang (Dr)",,CB,CHE,A0a2,Dharma Friends of Dr. Lin,,1992,El Cerrito,,27,Ritual_and_devotion,,English,Booklet by a Senior disciple of Mr C.M.Chen written under his guidance.,,,,,Book,,,,General Buddhism - S,
2252,"On Chanting ""Amitabha""",,"Lin, Yutang (Dr)",,CB,CHE,A0a2,Dharma Friends of Dr. Lin,,1993,El Cerrito,3rd,32,Ritual_and_devotion,,English,Booklet by a Senior disciple of Mr C.M.Chen written under his guidance.,,,,,Book,,,,General Buddhism - S,
2251,Two Practices Of Impermanence,,"Lin, Yutang (Dr)",,CB,CHE,A0a2,Dharma Friends of Dr. Lin,1992,1994,El Cerrito,2nd,17,death,,English,Thoughts on death and impermanence by a disciple of Mr. C. M. Chen,,,,,Book,,,,General Buddhism - S,
2249,Vajra-Yogini Sadhana,,"Lin, Yutang (Dr)",Hevajra - Mike & Jacquelyn,CB,CHE,A0a2,Dharma Friends of Dr. Lin,,1991,El Cerrito,,56,Ritual_and_Devotion  Meditation,,English,Booklet by a close disciple of Mr C.M. Chen under his guidance,,,,,Book,,,,General Buddhism - S,
2084,Chen's Treatises,,"Chen, C. M.",,,CHE,A0a2,,,,,,,,,Chinese,,,,,,Book,,,,General Buddhism - S,
2085,Chen's Treatises,,"Chen, C. M.",,,CHE,A0a2,,,,,,,,,Chinese,,,,,,Book,,,,General Buddhism - S,
1503,Systematized Collection Of Chenian Booklets,Volume One: Nos. 1-62,"Chen, C. M.",,,CHE,A0a2,Dr. C. T. Shen,1977,1977,New Jersey,,1005,,,English,,,,,,Book,,,,General Buddhism - S,
1539,Systematized Collection Of Chenian Booklets,Volume Two: Nos. 63-100,"Chen, C. M.",,,CHE,A0a2,Dr. C. T. Shen,1977,1977,New Jersey,,785,,,English,,,,,,Book,,,,General Buddhism - S,
2241,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),volume 1: Nos. 101-107,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,1993,El Cerrito,1st,166,Amitabha Shunyata Bodhicitta Meditation Poetry Diet Karma Avalokitesvera,,English,Compilation of booklets on a wide range of Mahayana topics,,,,,Book,,,,General Buddhism - S,
2242,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),volume 2: Nos. 108-114,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,1993,El Cerrito,1st,144,Amitabha Shunyata Bodhicitta Meditation Poetry Diet Karma Avalokitesvera,,English,Compilation of booklets on a wide range of Mahayana topics,,,,,Book,,,,General Buddhism - S,
2243,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),volume 3: Nos. 115-125,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,1993,El Cerrito,1st,182,Amitabha Shunyata Bodhicitta Meditation Poetry Diet Karma Avalokitesvera,,English,Compilation of booklets on a wide range of Mahayana topics,,,,,Book,,,,General Buddhism - S,
2244,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),volume 4: Nos. 126-133,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,1993,El Cerrito,1st,170,Amitabha Shunyata Bodhicitta Meditation Poetry Diet Karma Avalokitesvera,,English,Compilation of booklets on a wide range of Mahayana topics,,,,,Book,,,,General Buddhism - S,
2245,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),volume 5: Nos. 134-140,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,1993,El Cerrito,1st,175,Amitabha Shunyata Bodhicitta Meditation Poetry Diet Karma Avalokitesvera,,English,Compilation of booklets on a wide range of Mahayana topics,,,,,Book,,,,General Buddhism - S,
2246,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),volume 6: Nos. 141-146,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,1993,El Cerrito,1st,173,Amitabha Shunyata Bodhicitta Meditation Poetry Diet Karma Avalokitesvera,,English,Compilation of booklets on a wide range of Mahayana topics,,,,,Book,,,,General Buddhism - S,
2247,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),volume 7: Nos. 146-149,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,1993,El Cerrito,1st,155,Amitabha Shunyata Bodhicitta Meditation Poetry Diet Karma Avalokitesvera,,English,Compilation of booklets on a wide range of Mahayana topics,,,,,Book,,,,General Buddhism - S,
2733,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),Volume 1: Nos. 101-107,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,,El Cerrito,,166,,,English,Compilation of Booklets on a wide range of Mahayana topics.,,,,,Book,,,,General Buddhism,
2734,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),Volume 2: Nos. 108-114,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,,El Cerrito,,134,,,English,Compilation of Booklets on a wide range of Mahayana topics.,,,,,Book,,,,General Buddhism,
2735,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),Volume 3: Nos. 115-125,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,,El Cerrito,,182,,,English,Compilation of Booklets on a wide range of Mahayana topics.Compilation of Booklets on a wide range of Mahayana topics.,,,,,Book,,,,General Buddhism,
2736,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),Volume 4: Nos. 126-133,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,,El Cerrito,,170,,,English,Compilation of Booklets on a wide range of Mahayana topics.Compilation of Booklets on a wide range of Mahayana topics.,,,,,Book,,,,General Buddhism,
2737,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),Volume 5: Nos. 134-140,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,,El Cerrito,,164,,,English,Compilation of Booklets on a wide range of Mahayana topics.Compilation of Booklets on a wide range of Mahayana topics.,,,,,Book,,,,General Buddhism,
2738,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),Volume 6: Nos. 141-146,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,,El Cerrito,,175,,,English,Compilation of Booklets on a wide range of Mahayana topics.Compilation of Booklets on a wide range of Mahayana topics.,,,,,Book,,,,General Buddhism,
2739,Systematized Collection Of Chenian Booklets Nos. 101-149 (A),Volume 7: Nos. 147-149,"Chen, C. M.",,,CHE,A0a2,Dharma Friends of Dr. Lin,1993,,El Cerrito,,155,,,English,Compilation of Booklets on a wide range of Mahayana topics.Compilation of Booklets on a wide range of Mahayana topics.,,,,,Book,,,,General Buddhism,
1953,Conflict Resolution: the Buddhist Way,,"Dhammananda, Sri K (Ven. Dr) ",,,DHA,A0a2,Young Buddhist Association of Malaysia,1988,1988,Penang,,72,,,English,A collection of articles from several Buddhist traditions,,,,,Book,,,,General Buddhism,
1949,Who Is the Buddha?,,"Dhammananda, Sri K (Ven. Dr) ",,,DHA,A0a2,Young Buddhist Association of Malaysia,1988,1988,Penang,,72,,,English,A collection of articles from several Buddhist traditions,,,,,Book,,,,General Buddhism,
L2030,Journal of Indian and Buddhist Studies Vol XII No. 1,,,,,JAIBS,A0a2,Japanese Association of Indian and Buddhist Studies,1964,1964,Tokyo,,470,,,Japanese/Eng.,Collection of articles mainly in Japanese but some English,,,,,Book,,,,General Buddhism,
L2031,Journal of Indian and Buddhist Studies Vol XII No. 2,,,,,JAIBS,A0a2,Japanese Association of Indian and Buddhist Studies,1964,1964,Tokyo,,,,,Japanese/Eng.,Collection of articles mainly in Japanese but some English,,,,,Book,,,,General Buddhism,
1461,Studia Asiae Part. 1,Festschrift fur Johannes Schubert,"Mode, Heinz (Dr) et al. (Eds)",,,MOD,A0a2,Buddhist Centre Halle,1968,1968,Halle,,334,,,German,Supplement to 'Buddhist Yearly 1968',,,,,Book,,,,General Buddhism,
1462,Studia Asiae Part. 1,Festschrift fur Johannes Schubert,"Mode, Heinz (Dr) et al. (Eds)",,,MOD,A0a2,Buddhist Centre Halle,1968,1968,Halle,,334,,,German,Supplement to 'Buddhist Yearly 1968',,,,,Book,,,,General Buddhism,
1903,Evolution / Liberation,New Years 2533 (1990),Santikaro Bhikkhu (Ed),,,SAN,A0a2,Suan Mokkh,1990,1990,Thailand,,82,,,English,An occasional publication of articles,,,,,Book,,,,General Buddhism,
1904,Evolution / Liberation,Maghapuja Season 1991,Santikaro Bhikkhu (Ed),,,SAN,A0a2,Suan Mokkh,1991,1991,Thailand,,98,,,English,An occasional publication of articles,,,,,Book,,,,General Buddhism,
1472,Uszo 2,,Uszo,,,USZ,A0a2,BUDDHISTA MISSZIO,1986,1986,Budapest,,51,,,Hungarian,,,,,,Book,,,,General Buddhism,
1473,Uszo 5,,Uszo,,,USZ,A0a2,BUDDHISTA MISSZIO,1988,1988,Budapest,,57,,,Hungarian,,,,,,Book,,,,General Buddhism,
1474,Uszo 6,,Uszo,,,USZ,A0a2,BUDDHISTA MISSZIO,1989,1989,Budapest,,60,,,Hungarian,,,,,,Book,,,,General Buddhism,
1454,Presence Du Bouddhisme,,"Berval, Rene De (Ed)",,100,BER,A0a3,France-Asie,1959,1959,Saigon,,1024,sangharakshita,,French,,,,,,Book,,,,General Buddhism,
L1750,World Buddhism Vesak Annual,,Buddhist Publications,,,BP,A0a3,Buddhist Publications,1967,1967,Dehiwela,,,sangharakshita,,English,A collection of essays from international authors mainly but not exclusively Theravadin.,,,,,Book,,,,General Buddhism,
313,Further Buddhist Studies,(Selected Essays),"Conze, Edward",,,CON,A0a3,Bruno Cassierer (Publishers) Ltd,1975,1975,London,,238,Dharma Gnosis Jung History,0 85181 009,English,Studies in Buddhism,,,,,Book,,,,General Buddhism,
312,Thirty Years of Buddhist Studies,(Selected Essays),"Conze, Edward",,,CON,A0a3,Bruno Cassierer (Publishers) Ltd,1967,1967,London,,274,Mahayana Buddhism Prajnaparamita Meditation Philosophy,,English,Studies in Buddhism,,,,,Book,,,,General Buddhism,
135,Buddhist Essays,(Translated from German),"Dahlke, Paul (Dr.)",Silacara - Bhikkhu,,DAH,A0a3,Bharatiya Publishing House,1978,1978,Delhi Indi,,361,Life of the Buddha Nibbana God Kamma Death Ceylon Burma Majjhima Nikaya,,English,Essays  on Buddhism by German scholar,,,,,Book,,,,General Buddhism,
2701,O Ellenas Bouddas,,"Demou, Nikos",,,DEM,A0a3,Ekdoseis Nephele,1984,,Athens,,126,,,Greek,,,,,,Book,,,,General Buddhism,
4602,Great  Personalities on Buddhism,,"Dhammananda, Sri K (Ven. Dr) ",,,DHA,A0a3,Buddhist Missionary society,1965,,Kuala Lump,,,,,,,,,,,Booklet,,,,,
1463,Obras Completas I,Ensayos Sobre Hinduismo y Budismo,"Fatone, Vincent",,,FAT,A0a3,Editorial Sudamericana,1972,1972,Buenos Air,,395,,,Spanish,,,,,,Book,,,,General Buddhism,
1464,Obras Completas II,El Budismo 'Nihilista' y Otros Ensayos,"Fatone, Vincent",,,FAT,A0a3,Editorial Sudamericana,1972,1972,Buenos Air,,284,,,Spanish,,,,,,Book,,,,General Buddhism,
3030,Memorial Sylvain Levi,Volume 1,"Franco, Eli (Ed)",,,FRA,A0a3,Motilal Banarsidass,,1996,Delhi,,508,,812081343X,French,Memorial collection of papers in French on Buddhism in honour of Sylvain Levi,,,,,Book,26,14/05/1999,,General Buddhism - C,
3089,Memorial Sylvain Levi,Volume 1,"Franco, Eli (Ed)",,,FRA,A0a3,Motilal Banarsidass,1996,1996,Delhi,1st,507,,812081343X,French,Collection of papers in memory of Sylvain Levi,,,,,Book,25,14/07/1999,,General Buddhism - C,
1456,Wege Zur Ganzheit,Festchrift zum 75 Geburtstag von Lama Anagarika Govinda,Freunden & Schulern,,,FRE,A0a3,Kasar Devi Ashram Publication,1973,1973,Almora,,250,sangharakshita,,German,A publication of various articles etc. to commemorate Govinda's 75th birthday,,,,,Book,,,,General Buddhism,
1560,Buddhist Reflections,,Govinda (Lama Anagarika),Walshe -Maurice,,GOV,A0a3,Samuel Weiser Inc.,1991,1991,Maine,,248,,0-87728-714-,English,A collection of general essays translated from German,,,,,Book,,,,General Buddhism,
146,Buddhism's Contribution to the World Culture and Civilization,,"Guruge, Ananda W. P.",,,GUR,A0a3,Maha Bodhi Society (The)  of India,1977,1977,New Delhi,,219,,,English,Studies and essays on Buddhism being a report on seminar held in 1977,,,,,Book,,,,General Buddhism,
1593,Indological and Buddhist Studies,Volume in Honour of Professor J. W. de Jong on his Sixtieth Birthday,"Hercus, L. A. et al",,,HER,A0a3,Sri Satguru Publications,1982,1984,Delhi,,692,,,Eng./Fre./Ger.,Wide-ranging articles by 35 contributors some in French or German,,,,,Book,,,,General Buddhism,
3004,On Freeing the Heart,A series of transcribed talks,"Hookham, Michael",,,HOO,A0a3,Longchen Foundation,1985,1985,London,1st,54,,,English,,,,,,Book,21,24/12/1998,,General Buddhism,
149,Buddhist Students' Manual (A),,"Humphreys, Christmas et al",,,HUM,A0a3,The Buddhist Society,1956,1956,London,,279,Dharma Zen Buddhist Society I.B. Horner O'C Walshe Conze Iggleden England Mahayana Pali Sanskrit,,English,A collection of essays on Buddhism by the founder of the Buddhist Society and oThers and the history of the Buddhist Society plus info. on Buddhism pa,,,,,Book,,,,General Buddhism,
285,Buddhist Students' Manual (A),,"Humphreys, Christmas et al",,,HUM,A0a3,The Buddhist Society,1956,1956,London,,279,Dharma Zen Buddhist Society I.B. Horner O'C Walshe Conze Iggleden England Mahayana Pali Sanskrit,,English,A collection of essays on Buddhism by the founder of the Buddhist Society and oThers and the history of the Buddhist Society plus info. on Buddhism pa,,,,,Book,,,,General Buddhism,
1442,Facets of Buddhism,,"Iida, Shotaro",,,IID,A0a3,Motilal Banarsidass,1991,1991,Delhi,,166,,81-208-0693-,English,A collection of previously published articles,,,,,Book,,,,General Buddhism,
1637,Facets of Buddhism,,"Iida, Shotaro",,,IID,A0a3,Motilal Banarsidass,1991,1991,Delhi,,166,japan,81-208-0693-,English,A collection of essays on different facets of Buddhism especially Japanese.,,,,,Book,,,,General Buddhism,
3297,Buddhist Theology,Critical Reflections by Contemporary Buddhist Scholars,"Jackson, Roger R. & Makransky, Jon",,,JAC,A0a3,Curzon,2000,2000,Surrey,1st,410,,700712038,English,Essays expressing a new development in the academic study of Buddhism,,,,,Book,22,09/12/2002,,Buddhism in general,
